type_encoded,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,power_w,strain_min_nm,tool_wear_critical,machine_failure,twf,hdf,pwf,osf,rnf
0,302.6,311.9,1448,49.5,72,9.3,7505.89,3564.0,0,0,0,0,0,0,0
0,298.0,308.2,1620,35.8,5,10.2,6073.33,179.0,0,0,0,0,0,0,0
0,301.5,310.4,1474,39.9,53,8.9,6158.84,2114.7,0,0,0,0,0,0,0
2,299.8,309.0,1467,37.3,193,9.2,5730.17,7198.9,0,0,0,0,0,0,0
0,300.5,311.4,1466,41.8,112,10.9,6417.1,4681.6,0,0,0,0,0,0,0
0,298.6,308.2,1361,68.2,172,9.6,9720.11,11730.4,0,1,0,0,1,1,0
0,301.9,310.9,1542,36.7,101,9.0,5926.24,3706.7,0,0,0,0,0,0,0
0,302.5,312.0,1456,46.3,208,9.5,7059.45,9630.4,1,0,0,0,0,0,0
0,300.2,311.7,1640,30.8,191,11.5,5289.6,5882.8,0,0,0,0,0,0,0
1,295.5,305.9,1453,47.3,9,10.4,7197.06,425.7,0,0,0,0,0,0,0
0,297.5,308.9,1729,28.1,189,11.4,5087.8,5310.9,0,0,0,0,0,0,0
1,298.0,309.9,1445,45.2,55,11.9,6839.67,2486.0,0,0,0,0,0,0,0
0,304.2,313.4,1475,40.2,98,9.2,6209.36,3939.6,0,0,0,0,0,0,0
1,298.9,308.9,1679,28.7,181,10.0,5046.16,5194.7,0,0,0,0,0,0,0
0,300.2,310.0,1389,53.6,184,9.8,7796.43,9862.4,0,0,0,0,0,0,0
0,300.9,310.3,1440,47.6,140,9.4,7177.91,6664.0,0,0,0,0,0,0,0
1,302.3,311.1,1435,43.1,149,8.8,6476.76,6421.9,0,0,0,0,0,0,0
0,302.9,312.5,1629,30.4,74,9.6,5185.89,2249.6,0,0,0,0,0,0,0
0,297.0,308.1,1489,44.1,96,11.1,6876.41,4233.6,0,0,0,0,0,0,0
1,297.4,308.1,1620,31.2,143,10.7,5292.96,4461.6,0,0,0,0,0,0,0
1,302.4,311.1,1432,44.5,195,8.7,6673.16,8677.5,0,0,0,0,0,0,0
2,298.4,308.3,1458,42.9,15,9.9,6550.03,643.5,0,0,0,0,0,0,0
0,298.2,308.7,2186,17.8,31,10.5,4074.73,551.8,0,0,0,0,0,0,0
1,298.2,308.3,1560,33.0,181,10.1,5390.97,5973.0,0,0,0,0,0,0,0
0,298.6,309.8,1544,30.2,113,11.2,4882.96,3412.6,0,0,0,0,0,0,0
0,300.3,309.9,1570,34.0,31,9.6,5589.94,1054.0,0,0,0,0,0,0,0
0,299.5,309.3,1442,46.2,5,9.8,6976.47,231.0,0,0,0,0,0,0,0
1,302.3,310.9,1558,31.9,207,8.6,5204.59,6603.3,1,0,0,0,0,0,0
1,299.7,309.1,1576,36.4,149,9.4,6007.4,5423.6,0,0,0,0,0,0,0
1,302.1,311.3,1497,38.4,28,9.2,6019.79,1075.2,0,0,0,0,0,0,0
0,297.1,307.8,1584,42.3,135,10.7,7016.56,5710.5,0,0,0,0,0,0,0
1,300.9,310.7,1268,56.3,161,9.8,7475.78,9064.3,0,0,0,0,0,0,0
2,299.1,308.8,1553,32.6,90,9.7,5301.73,2934.0,0,0,0,0,0,0,0
1,298.2,308.5,2678,10.7,86,10.3,3000.7,920.2,0,1,0,0,1,0,0
0,297.9,309.8,1336,71.6,31,11.9,10017.24,2219.6,0,1,0,0,1,0,0
0,301.6,310.6,1613,42.5,97,9.0,7178.8,4122.5,0,0,0,0,0,0,0
0,297.9,307.8,1286,59.5,55,9.9,8012.84,3272.5,0,0,0,0,0,0,0
0,297.4,307.9,1557,35.5,174,10.5,5788.23,6177.0,0,0,0,0,0,0,0
0,300.7,311.0,1318,48.2,128,10.3,6652.59,6169.6,0,0,0,0,0,0,0
0,302.4,311.1,1446,42.9,5,8.7,6496.12,214.5,0,0,0,0,0,0,0
1,298.5,308.6,1344,53.0,114,10.1,7459.4,6042.0,0,0,0,0,0,0,0
1,301.8,310.8,1618,37.8,59,9.0,6404.7,2230.2,0,0,0,0,0,0,0
0,300.1,311.4,1356,45.7,149,11.3,6489.4,6809.3,0,0,0,0,0,0,0
0,302.8,312.3,1494,37.5,198,9.5,5866.92,7425.0,0,0,0,0,0,0,0
0,302.6,310.5,1511,37.2,197,7.9,5886.21,7328.4,0,0,0,0,0,0,0
0,300.9,312.4,1372,51.0,142,11.5,7327.45,7242.0,0,0,0,0,0,0,0
1,296.7,307.5,1515,42.1,55,10.8,6679.18,2315.5,0,0,0,0,0,0,0
0,299.1,310.5,1496,35.2,60,11.4,5514.46,2112.0,0,0,0,0,0,0,0
0,298.8,309.8,1490,40.6,124,11.0,6334.92,5034.4,0,0,0,0,0,0,0
1,304.0,313.0,1377,56.0,61,9.0,8075.15,3416.0,0,0,0,0,0,0,0
0,301.5,310.8,1367,49.0,193,9.3,7014.44,9457.0,0,0,0,0,0,0,0
0,303.9,313.2,1481,44.1,197,9.3,6839.47,8687.7,0,0,0,0,0,0,0
0,301.8,310.7,1751,29.3,133,8.9,5372.57,3896.9,0,0,0,0,0,0,0
1,300.1,309.2,1418,39.8,221,9.1,5910.01,8795.8,1,0,0,0,0,0,0
0,302.0,311.0,1566,37.8,218,9.0,6198.86,8240.4,1,0,0,0,0,0,0
0,302.8,310.6,1617,37.9,207,7.8,6417.68,7845.3,1,0,0,0,0,0,0
1,297.6,309.0,1815,25.3,66,11.4,4808.68,1669.8,0,0,0,0,0,0,0
0,298.4,308.6,1609,35.0,103,10.2,5897.29,3605.0,0,0,0,0,0,0,0
1,300.0,309.6,1423,48.7,67,9.6,7257.09,3262.9,0,0,0,0,0,0,0
0,297.9,308.5,1305,47.2,155,10.6,6450.32,7316.0,0,0,0,0,0,0,0
0,298.1,307.9,1614,35.8,196,9.8,6050.83,7016.8,0,0,0,0,0,0,0
0,299.5,309.3,1462,46.7,7,9.8,7149.78,326.9,0,0,0,0,0,0,0
0,303.5,312.3,1404,48.6,193,8.8,7145.49,9379.8,0,0,0,0,0,0,0
0,300.9,310.6,1504,46.4,129,9.7,7307.93,5985.6,0,0,0,0,0,0,0
0,299.9,310.1,1681,29.1,197,10.2,5122.59,5732.7,0,0,0,0,0,0,0
0,301.2,310.7,1568,38.3,49,9.5,6288.88,1876.7,0,0,0,0,0,0,0
1,299.2,308.8,1523,38.9,112,9.6,6204.09,4356.8,0,0,0,0,0,0,0
0,302.3,310.1,1321,52.7,134,7.8,7290.24,7061.8,0,1,0,1,0,0,0
0,297.3,308.7,1551,40.0,125,11.4,6496.81,5000.0,0,0,0,0,0,0,0
1,300.6,309.4,1367,63.2,45,8.8,9047.2,2844.0,0,1,0,0,1,0,0
0,299.1,310.1,1486,40.7,39,11.0,6333.47,1587.3,0,0,0,0,0,0,0
1,298.2,307.7,1681,31.0,84,9.5,5457.05,2604.0,0,0,0,0,0,0,0
1,299.2,310.4,1504,43.3,37,11.2,6819.69,1602.1,0,0,0,0,0,0,0
0,304.0,313.1,1404,47.1,90,9.1,6924.95,4239.0,0,0,0,0,0,0,0
1,297.3,308.2,1677,34.9,21,10.9,6128.96,732.9,0,0,0,0,0,0,0
2,302.1,311.6,1701,26.2,46,9.5,4666.96,1205.2,0,0,0,0,0,0,0
1,303.5,312.7,1402,47.0,23,9.2,6900.4,1081.0,0,0,0,0,0,0,0
0,301.9,310.7,1717,26.8,27,8.8,4818.74,723.6,0,0,0,0,0,0,0
1,299.2,310.0,1349,50.4,226,10.8,7119.85,11390.4,1,0,0,0,0,0,0
1,298.0,307.5,1784,27.8,163,9.5,5193.6,4531.4,0,0,0,0,0,0,0
1,303.4,311.4,1307,54.0,44,8.0,7390.91,2376.0,0,1,0,1,0,0,0
0,300.3,311.7,1821,26.3,202,11.4,5015.27,5312.6,1,0,0,0,0,0,0
0,298.9,308.5,1742,34.5,117,9.6,6293.55,4036.5,0,0,0,0,0,0,0
0,297.5,308.4,1633,33.3,213,10.9,5694.55,7092.9,1,0,0,0,0,0,0
0,301.3,310.7,1516,46.0,119,9.4,7302.74,5474.0,0,0,0,0,0,0,0
0,298.5,308.2,1654,27.1,13,9.7,4693.9,352.3,0,0,0,0,0,0,0
0,298.3,307.9,1703,28.9,147,9.6,5153.96,4248.3,0,0,0,0,0,0,0
1,298.6,309.5,1684,27.8,44,10.9,4902.48,1223.2,0,0,0,0,0,0,0
1,298.2,307.8,1411,53.4,110,9.6,7890.36,5874.0,0,0,0,0,0,0,0
1,298.2,308.9,1585,34.3,33,10.7,5693.14,1131.9,0,0,0,0,0,0,0
0,300.7,309.9,1412,45.3,155,9.2,6698.25,7021.5,0,0,0,0,0,0,0
0,298.3,308.4,1585,30.6,127,10.1,5079.01,3886.2,0,0,0,0,0,0,0
0,297.4,308.3,1493,41.2,43,10.9,6441.48,1771.6,0,0,0,0,0,0,0
2,300.4,309.9,2563,12.8,81,9.5,3435.48,1036.8,0,1,0,0,1,0,0
1,302.1,310.1,1379,48.2,166,8.0,6960.49,8001.2,0,1,0,1,0,0,0
0,298.5,309.5,1428,43.5,87,11.0,6504.98,3784.5,0,0,0,0,0,0,0
2,303.8,312.9,1570,35.8,147,9.1,5885.88,5262.6,0,0,0,0,0,0,0
0,300.7,309.6,1541,34.6,131,8.9,5583.51,4532.6,0,0,0,0,0,0,0
2,297.6,309.6,1278,50.4,2,12.0,6745.13,100.8,0,0,0,0,0,0,0
0,300.1,309.3,1712,28.5,141,9.2,5109.49,4018.5,0,0,0,0,0,0,0
1,301.3,310.5,1481,39.7,85,9.2,6157.07,3374.5,0,0,0,0,0,0,0
0,298.0,309.6,1536,37.3,120,11.6,5999.69,4476.0,0,0,0,0,0,0,0
0,300.4,309.9,1496,31.8,154,9.5,4981.81,4897.2,0,0,0,0,0,0,0
0,296.9,307.7,1464,41.4,6,10.8,6347.02,248.4,0,0,0,0,0,0,0
0,299.3,309.1,1634,36.8,62,9.8,6296.92,2281.6,0,0,0,0,0,0,0
1,298.8,310.2,1583,35.7,116,11.4,5918.04,4141.2,0,0,0,0,0,0,0
0,303.8,312.9,1442,48.3,52,9.1,7293.58,2511.6,0,0,0,0,0,0,0
1,298.7,309.8,1528,36.7,197,11.1,5872.43,7229.9,0,0,0,0,0,0,0
0,300.7,312.1,1395,41.9,157,11.4,6120.92,6578.3,0,0,0,0,0,0,0
0,299.2,308.5,1867,27.0,138,9.3,5278.82,3726.0,0,0,0,0,0,0,0
0,298.5,309.7,2617,12.1,102,11.2,3316.02,1234.2,0,1,0,0,1,0,0
1,300.5,309.8,1508,37.8,150,9.3,5969.28,5670.0,0,0,0,0,0,0,0
1,300.3,309.1,1458,44.3,175,8.8,6763.79,7752.5,0,0,0,0,0,0,0
2,302.4,312.0,1457,43.4,23,9.6,6621.83,998.2,0,0,0,0,0,0,0
0,299.3,309.1,1293,53.7,189,9.8,7271.12,10149.3,0,0,0,0,0,0,0
1,300.3,311.1,1350,58.7,130,10.8,8298.52,7631.0,0,0,0,0,0,0,0
0,303.1,312.7,1353,51.8,97,9.6,7339.33,5024.6,0,0,0,0,0,0,0
0,300.5,312.0,1646,29.5,106,11.5,5084.88,3127.0,0,0,0,0,0,0,0
0,297.1,307.8,1477,36.6,177,10.7,5660.96,6478.2,0,0,0,0,0,0,0
0,298.9,310.2,1971,23.2,155,11.3,4788.54,3596.0,0,0,0,0,0,0,0
0,299.1,308.3,1325,46.9,28,9.2,6507.55,1313.2,0,0,0,0,0,0,0
0,297.7,308.7,1479,45.7,93,11.0,7078.04,4250.1,0,0,0,0,0,0,0
0,304.0,313.1,1720,28.7,106,9.1,5169.39,3042.2,0,0,0,0,0,0,0
0,302.8,312.2,1515,36.8,162,9.4,5838.34,5961.6,0,0,0,0,0,0,0
0,299.0,310.1,1580,41.9,55,11.1,6932.66,2304.5,0,0,0,0,0,0,0
1,303.9,313.1,1668,34.4,137,9.2,6008.74,4712.8,0,0,0,0,0,0,0
2,297.7,309.7,1616,31.1,20,12.0,5262.96,622.0,0,0,0,0,0,0,0
0,299.0,310.4,1382,53.0,89,11.4,7670.3,4717.0,0,0,0,0,0,0,0
0,301.9,310.7,1947,25.0,137,8.8,5097.23,3425.0,0,0,0,0,0,0,0
1,297.1,307.8,1538,34.3,181,10.7,5524.32,6208.3,0,0,0,0,0,0,0
0,299.0,310.1,1444,47.7,161,11.1,7212.97,7679.7,0,0,0,0,0,0,0
0,300.2,311.7,1286,55.1,42,11.5,7420.3,2314.2,0,0,0,0,0,0,0
1,298.4,308.2,1499,40.0,211,9.8,6279.0,8440.0,1,0,0,0,0,0,0
0,299.3,309.0,1447,50.4,140,9.7,7637.09,7056.0,0,0,0,0,0,0,1
2,301.6,310.8,1435,47.2,152,9.2,7092.88,7174.4,0,0,0,0,0,0,0
0,299.0,310.3,1472,36.1,97,11.3,5564.72,3501.7,0,0,0,0,0,0,0
1,302.2,311.4,1398,47.2,202,9.2,6910.0,9534.4,1,0,0,0,0,0,0
1,298.9,310.1,1555,40.6,176,11.2,6611.27,7145.6,0,0,0,0,0,0,0
1,302.2,311.2,1873,24.0,99,9.0,4707.36,2376.0,0,0,0,0,0,0,0
0,300.7,310.7,1431,39.3,22,10.0,5889.26,864.6,0,0,0,0,0,0,0
1,300.7,311.7,1499,38.9,3,11.0,6106.32,116.7,0,0,0,0,0,0,0
0,297.8,308.5,1699,27.8,199,10.7,4946.14,5532.2,0,0,0,0,0,0,0
0,302.7,310.6,1501,48.7,4,7.9,7654.88,194.8,0,0,0,0,0,0,0
0,301.0,310.9,1578,38.4,49,9.9,6345.51,1881.6,0,0,0,0,0,0,0
0,298.7,309.9,1753,26.8,40,11.2,4919.78,1072.0,0,0,0,0,0,0,0
0,300.1,310.1,1380,52.6,59,10.0,7601.4,3103.4,0,0,0,0,0,0,0
0,297.3,308.7,1619,31.6,129,11.4,5357.5,4076.4,0,0,0,0,0,0,0
1,299.0,310.3,1558,35.4,223,11.3,5775.63,7894.2,1,0,0,0,0,0,0
0,302.7,312.2,1336,46.8,179,9.5,6547.58,8377.2,0,0,0,0,0,0,0
0,298.8,309.1,1513,40.3,160,10.3,6385.17,6448.0,0,0,0,0,0,0,0
1,298.8,308.5,1425,47.4,90,9.7,7073.3,4266.0,0,0,0,0,0,0,0
1,301.3,310.7,1819,25.5,46,9.4,4857.37,1173.0,0,0,0,0,0,0,0
0,302.4,311.0,1462,48.5,81,8.6,7425.36,3928.5,0,0,0,0,0,0,0
2,302.5,311.5,1655,32.3,142,9.0,5597.95,4586.6,0,0,0,0,0,0,0
2,301.1,310.6,1407,43.9,111,9.5,6468.26,4872.9,0,0,0,0,0,0,0
2,301.8,311.2,1451,39.4,70,9.4,5986.77,2758.0,0,0,0,0,0,0,0
0,299.7,309.3,1574,35.8,6,9.6,5900.87,214.8,0,0,0,0,0,0,0
0,300.1,310.2,1475,54.2,53,10.1,8371.82,2872.6,0,0,0,0,0,0,0
0,299.0,310.1,1699,32.9,87,11.1,5853.53,2862.3,0,0,0,0,0,0,0
0,298.8,308.6,1501,35.0,55,9.8,5501.45,1925.0,0,0,0,0,0,0,0
0,300.1,309.2,1599,30.1,216,9.1,5040.15,6501.6,1,0,0,0,0,0,0
0,301.1,311.6,1432,48.1,202,10.5,7213.01,9716.2,1,0,0,0,0,0,0
2,303.1,312.6,1404,40.6,152,9.5,5969.28,6171.2,0,0,0,0,0,0,0
1,301.2,312.3,1548,38.3,87,11.1,6208.67,3332.1,0,0,0,0,0,0,0
1,300.8,310.3,1526,36.3,205,9.5,5800.83,7441.5,1,0,0,0,0,0,0
0,298.3,309.1,1417,60.5,143,10.8,8977.47,8651.5,0,0,0,0,0,0,0
1,301.9,310.7,1405,47.9,80,8.8,7047.59,3832.0,0,0,0,0,0,0,0
0,303.9,313.0,1483,45.0,78,9.1,6988.47,3510.0,0,0,0,0,0,0,0
0,298.8,309.5,1374,48.1,159,10.7,6920.87,7647.9,0,0,0,0,0,0,0
1,298.1,307.6,1565,36.3,140,9.5,5949.08,5082.0,0,0,0,0,0,0,0
0,298.3,309.2,1456,45.5,75,10.9,6937.47,3412.5,0,0,0,0,0,0,0
0,299.8,309.5,1542,40.3,141,9.7,6507.56,5682.3,0,0,0,0,0,0,0
1,297.3,308.6,1456,42.9,122,11.3,6541.05,5233.8,0,0,0,0,0,0,0
0,302.4,311.8,1673,30.1,210,9.4,5273.4,6321.0,1,0,0,0,0,0,0
0,300.5,309.8,1550,37.4,148,9.3,6070.6,5535.2,0,0,0,0,0,0,0
1,297.6,308.6,1389,49.0,34,11.0,7127.33,1666.0,0,0,0,0,0,0,0
0,302.4,310.8,1686,28.8,150,8.4,5084.86,4320.0,0,0,0,0,0,0,0
0,295.8,306.5,1534,37.9,88,10.7,6088.26,3335.2,0,0,0,0,0,0,0
0,300.3,311.6,1709,29.5,27,11.3,5279.5,796.5,0,0,0,0,0,0,0
0,297.7,307.2,1444,40.0,17,9.5,6048.61,680.0,0,0,0,0,0,0,0
2,297.6,308.3,1640,30.9,79,10.7,5306.78,2441.1,0,0,0,0,0,0,0
0,298.1,309.9,1629,32.5,45,11.8,5544.13,1462.5,0,0,0,0,0,0,0
0,303.6,313.0,1522,35.8,133,9.4,5705.93,4761.4,0,0,0,0,0,0,0
0,301.6,310.9,1632,31.6,189,9.3,5400.52,5972.4,0,0,0,0,0,0,0
1,298.8,310.1,1243,74.5,194,11.3,9697.42,14453.0,0,1,0,0,1,1,0
0,295.9,306.6,1557,41.1,113,10.7,6701.3,4644.3,0,0,0,0,0,0,0
0,298.4,309.5,1397,50.3,110,11.1,7358.56,5533.0,0,0,0,0,0,0,0
0,297.5,308.9,1459,48.5,193,11.4,7410.13,9360.5,0,0,0,0,0,0,0
0,297.3,308.7,1352,53.8,91,11.4,7617.06,4895.8,0,0,0,0,0,0,0
0,302.5,311.2,1545,40.1,165,8.7,6487.86,6616.5,0,0,0,0,0,0,0
0,301.1,312.3,1486,34.9,122,11.2,5430.91,4257.8,0,0,0,0,0,0,0
2,302.5,311.9,1595,34.6,112,9.4,5779.17,3875.2,0,0,0,0,0,0,0
0,299.6,309.4,1643,32.9,145,9.8,5660.59,4770.5,0,0,0,0,0,0,0
0,300.7,310.9,1535,37.1,113,10.2,5963.63,4192.3,0,0,0,0,0,0,0
0,298.4,308.2,1364,45.9,63,9.8,6556.25,2891.7,0,0,0,0,0,0,0
1,296.7,307.7,1597,32.1,114,11.0,5368.32,3659.4,0,0,0,0,0,0,0
1,302.0,310.5,1381,58.4,201,8.5,8445.69,11738.4,1,0,0,0,0,0,0
1,302.3,311.8,1355,50.1,104,9.5,7108.95,5210.4,0,0,0,0,0,0,0
0,303.7,313.0,1811,24.3,209,9.3,4608.43,5078.7,1,0,0,0,0,0,0
0,300.5,311.9,1330,59.5,33,11.4,8287.0,1963.5,0,0,0,0,0,0,0
0,297.6,308.8,1539,40.2,72,11.2,6478.78,2894.4,0,0,0,0,0,0,0
0,300.4,311.7,1459,45.6,3,11.3,6967.05,136.8,0,0,0,0,0,0,0
0,298.8,310.0,1487,41.4,152,11.2,6446.74,6292.8,0,0,0,0,0,0,0
1,302.8,312.2,1615,32.9,159,9.4,5564.13,5231.1,0,0,0,0,0,0,0
0,303.5,313.0,1393,51.6,80,9.5,7527.13,4128.0,0,0,0,0,0,0,0
2,300.6,310.4,1510,42.8,124,9.8,6767.83,5307.2,0,0,0,0,0,0,0
0,300.5,309.5,1777,23.6,0,9.0,4391.65,0.0,0,0,0,0,0,0,0
1,300.9,310.7,1452,47.3,25,9.8,7192.11,1182.5,0,0,0,0,0,0,0
2,297.5,309.3,1563,36.1,100,11.8,5908.74,3610.0,0,0,0,0,0,0,0
1,298.1,307.8,1525,35.9,132,9.7,5733.14,4738.8,0,0,0,0,0,0,0
2,300.0,310.4,1881,21.9,102,10.4,4313.82,2233.8,0,0,0,0,0,0,0
0,300.4,311.0,1802,26.0,197,10.6,4906.33,5122.0,0,0,0,0,0,0,0
0,300.1,309.4,1560,47.7,26,9.3,7792.41,1240.2,0,0,0,0,0,0,0
0,299.2,308.4,1434,46.8,2,9.2,7027.87,93.6,0,0,0,0,0,0,0
1,300.5,309.8,1555,38.9,166,9.3,6334.45,6457.4,0,0,0,0,0,0,0
0,297.7,308.9,1838,27.3,99,11.2,5254.57,2702.7,0,0,0,0,0,0,0
2,298.4,308.1,1891,24.7,158,9.7,4891.22,3902.6,0,0,0,0,0,0,0
1,302.2,311.5,1562,38.0,162,9.3,6215.75,6156.0,0,0,0,0,0,0,0
0,299.6,309.4,1677,31.1,191,9.8,5461.63,5940.1,0,0,0,0,0,0,0
1,298.9,309.9,1404,41.4,20,11.0,6086.9,828.0,0,0,0,0,0,0,0
0,300.7,310.1,1261,56.6,98,9.4,7474.12,5546.8,0,0,0,0,0,0,0
0,301.7,310.5,1377,43.1,183,8.8,6214.98,7887.3,0,0,0,0,0,0,0
0,302.5,310.9,1477,39.2,144,8.4,6063.11,5644.8,0,0,0,0,0,0,0
1,303.8,313.2,1710,26.5,190,9.4,4745.38,5035.0,0,0,0,0,0,0,0
1,301.3,310.0,2068,17.8,176,8.7,3854.78,3132.8,0,0,0,0,0,0,0
0,298.8,310.0,1403,45.6,185,11.2,6699.63,8436.0,0,0,0,0,0,0,0
1,302.4,312.1,1492,47.7,7,9.7,7452.74,333.9,0,0,0,0,0,0,0
1,300.5,311.8,1331,55.3,167,11.3,7707.82,9235.1,0,0,0,0,0,0,0
0,299.4,308.7,1446,62.9,134,9.3,9524.62,8428.6,0,1,0,0,1,0,0
1,303.3,311.4,1395,59.1,4,8.1,8633.57,236.4,0,0,0,0,0,0,0
0,301.0,310.9,1473,44.2,116,9.9,6817.95,5127.2,0,0,0,0,0,0,0
1,303.4,311.7,1690,34.9,189,8.3,6176.48,6596.1,0,0,0,0,0,0,0
0,297.6,308.5,1678,34.2,114,10.9,6009.62,3898.8,0,0,0,0,0,0,0
1,300.4,310.2,1613,36.9,231,9.8,6232.89,8523.9,1,0,0,0,0,0,0
2,297.5,308.8,1430,49.4,2,11.3,7397.61,98.8,0,0,0,0,0,0,0
0,297.3,308.6,1486,42.6,105,11.3,6629.14,4473.0,0,0,0,0,0,0,0
0,301.3,310.8,1381,47.9,33,9.5,6927.2,1580.7,0,0,0,0,0,0,0
0,301.5,310.6,1394,46.5,206,9.1,6788.04,9579.0,1,0,0,0,0,0,0
0,301.7,311.0,1441,44.3,208,9.3,6684.92,9214.4,1,1,1,0,0,0,0
0,300.3,309.6,1624,32.6,175,9.3,5544.12,5705.0,0,0,0,0,0,0,0
0,297.2,308.1,1689,31.2,145,10.9,5518.4,4524.0,0,0,0,0,0,0,0
0,297.6,308.3,1816,28.8,106,10.7,5476.93,3052.8,0,0,0,0,0,0,0
1,299.3,308.5,1496,39.4,80,9.2,6172.43,3152.0,0,0,0,0,0,0,0
0,299.5,310.0,1388,52.4,94,10.5,7616.39,4925.6,0,0,0,0,0,0,0
0,300.8,312.4,1767,25.6,105,11.6,4737.02,2688.0,0,0,0,0,0,0,0
0,301.3,310.4,1504,47.2,193,9.1,7433.93,9109.6,0,0,0,0,0,0,0
1,297.6,308.9,1479,38.1,182,11.3,5900.95,6934.2,0,0,0,0,0,0,0
0,300.5,309.6,1465,41.6,217,9.1,6382.04,9027.2,1,0,0,0,0,0,0
0,300.7,310.1,1721,32.3,170,9.4,5821.19,5491.0,0,0,0,0,0,0,0
1,302.6,312.1,1611,39.9,210,9.5,6731.27,8379.0,1,0,0,0,0,0,0
0,302.5,310.2,1307,54.0,86,7.7,7390.91,4644.0,0,1,0,1,0,0,0
0,297.4,308.3,1366,45.5,11,10.9,6508.65,500.5,0,0,0,0,0,0,0
0,301.7,310.7,1493,51.1,87,9.0,7989.31,4445.7,0,0,0,0,0,0,0
0,299.8,310.8,1376,48.6,159,11.0,7002.99,7727.4,0,0,0,0,0,0,0
0,300.7,310.8,2113,18.5,95,10.1,4093.55,1757.5,0,0,0,0,0,0,0
0,300.2,311.5,1685,31.0,193,11.3,5470.04,5983.0,0,0,0,0,0,0,0
0,299.0,308.7,1583,32.5,25,9.7,5387.57,812.5,0,0,0,0,0,0,0
0,302.2,310.8,1827,23.8,9,8.6,4553.49,214.2,0,0,0,0,0,0,0
0,299.8,310.3,1524,34.2,196,10.5,5458.08,6703.2,0,0,0,0,0,0,0
0,298.2,308.4,1310,61.0,189,10.2,8368.16,11529.0,0,1,0,0,0,1,0
0,303.7,312.4,1512,39.2,184,8.7,6206.78,7212.8,0,0,0,0,0,0,0
1,297.4,308.3,1483,41.9,47,10.9,6507.04,1969.3,0,0,0,0,0,0,0
1,301.6,310.9,1510,40.9,152,9.3,6467.39,6216.8,0,0,0,0,0,0,0
0,300.5,311.8,1368,57.9,191,11.3,8294.56,11058.9,0,1,0,0,0,1,0
1,300.1,311.5,1343,46.2,28,11.4,6497.5,1293.6,0,0,0,0,0,0,0
0,303.1,311.3,1403,55.6,150,8.2,8168.85,8340.0,0,0,0,0,0,0,0
1,301.1,310.5,1547,35.8,81,9.4,5799.65,2899.8,0,0,0,0,0,0,0
1,301.1,310.7,2219,16.7,79,9.6,3880.63,1319.3,0,0,0,0,0,0,0
0,303.4,311.6,1497,42.8,58,8.2,6709.56,2482.4,0,0,0,0,0,0,0
0,297.6,308.6,1393,40.4,127,11.0,5893.33,5130.8,0,0,0,0,0,0,0
0,296.8,308.0,1536,40.4,217,11.2,6498.32,8766.8,1,0,0,0,0,0,0
0,299.4,309.2,1427,41.5,29,9.8,6201.56,1203.5,0,0,0,0,0,0,0
0,303.8,312.5,1619,30.9,142,8.7,5238.83,4387.8,0,0,0,0,0,0,0
1,298.4,309.0,1544,38.8,97,10.6,6273.47,3763.6,0,0,0,0,0,0,0
0,298.0,307.7,1430,47.3,49,9.7,7083.14,2317.7,0,0,0,0,0,0,0
1,300.3,311.5,1540,41.5,151,11.2,6692.64,6266.5,0,0,0,0,0,0,0
1,303.2,311.5,1336,58.2,2,8.3,8142.51,116.4,0,1,0,1,0,0,0
0,303.7,312.7,1359,56.8,194,9.0,8083.44,11019.2,0,1,0,0,0,1,0
0,303.6,312.5,1345,54.1,126,8.9,7619.88,6816.6,0,0,0,0,0,0,0
2,298.5,309.4,1573,36.0,97,10.9,5930.07,3492.0,0,0,0,0,0,0,0
0,298.0,308.8,1489,36.5,109,10.8,5691.36,3978.5,0,0,0,0,0,0,0
0,298.9,310.2,1654,31.1,158,11.3,5386.72,4913.8,0,0,0,0,0,0,0
1,303.4,312.9,1422,39.9,63,9.5,5941.57,2513.7,0,0,0,0,0,0,0
1,300.3,309.6,1398,53.7,82,9.3,7861.58,4403.4,0,0,0,0,0,0,0
0,298.8,308.6,1331,62.8,81,9.8,8753.19,5086.8,0,0,0,0,0,0,0
0,300.9,311.0,1499,38.0,111,10.1,5965.05,4218.0,0,0,0,0,0,0,0
0,301.0,312.2,1264,59.0,57,11.2,7809.58,3363.0,0,0,0,0,0,0,0
0,296.4,307.4,2833,5.6,213,11.0,1661.36,1192.8,1,1,0,0,1,0,0
1,296.3,307.2,1454,42.5,35,10.9,6471.16,1487.5,0,0,0,0,0,0,0
1,301.5,310.8,1452,44.1,157,9.3,6705.54,6923.7,0,0,0,0,0,0,0
1,300.3,309.8,1444,42.0,3,9.5,6351.04,126.0,0,0,0,0,0,0,0
0,296.6,307.4,1521,38.6,173,10.8,6148.16,6677.8,0,0,0,0,0,0,0
0,298.6,308.4,1485,42.9,38,9.8,6671.33,1630.2,0,0,0,0,0,0,0
1,299.0,310.4,1625,37.1,131,11.4,6313.29,4860.1,0,0,0,0,0,0,0
0,303.7,313.1,1423,41.2,124,9.4,6139.47,5108.8,0,0,0,0,0,0,0
0,303.9,312.7,1800,24.3,158,8.8,4580.44,3839.4,0,0,0,0,0,0,0
